file,runsUnder,module,root,category,imports,line,optional
ExternalPython/RFC_Downloader_Module.py,cpython,pathlib,pathlib,cpython-only,Path,7,no
SalemAlbanyAugScript/BeforeAlbanyWasAdded.py,cpython,pathlib,pathlib,cpython-only,,15,no
SalemAlbanyAugScript/BeforeAlbanyWasAdded.py,cpython,pathlib,pathlib,cpython-only,Path,18,no
SalemAlbanyAugScript/Elev_Ensemble_Plotter.py,cpython,pathlib,pathlib,cpython-only,Path,2,no
SalemAlbanyAugScript/InflowEnsemblePlotter.py,cpython,pathlib,pathlib,cpython-only,Path,7,no
SalemAlbanyAugScript/TwoStepSalemAlbanyAug_19Feb2026.py,cpython,pathlib,pathlib,cpython-only,,23,no
SalemAlbanyAugScript/TwoStepSalemAlbanyAug_19Feb2026.py,cpython,pathlib,pathlib,cpython-only,Path,26,no
SalemAlbanyAugScript/SalemAugCheckPlots.py,cpython,plotly.express,plotly,cpython-only,,11,no
ExternalPython/ALT_COMPARISON_PLOTS.py,cpython,plotly.graph_objects,plotly,cpython-only,,15,no
ExternalPython/ALT_COMPARISON_PLOTS_ARCHIVE.py,cpython,plotly.graph_objects,plotly,cpython-only,,16,no
ExternalPython/APE_Plotter.py,cpython,plotly.graph_objects,plotly,cpython-only,,263,no
ExternalPython/APE_Plotter_3.py,cpython,plotly.graph_objects,plotly,cpython-only,,263,no
ExternalPython/EnsemblePlots_10Mar_Archive.py,cpython,plotly.graph_objects,plotly,cpython-only,,268,no
ExternalPython/Ensemble_Plots.py,cpython,plotly.graph_objects,plotly,cpython-only,,15,no
ExternalPython/Ensemble_Plots_Archive.py,cpython,plotly.graph_objects,plotly,cpython-only,,354,no
ExternalPython/Faster_DSS_Read_Plotly.py,cpython,plotly.graph_objects,plotly,cpython-only,,17,no
SalemAlbanyAugScript/Elev_Ensemble_Plotter.py,cpython,plotly.graph_objects,plotly,cpython-only,,9,no
SalemAlbanyAugScript/InflowEnsemblePlotter.py,cpython,plotly.graph_objects,plotly,cpython-only,,10,no
SalemAlbanyAugScript/SalemAugCheckPlots.py,cpython,plotly.graph_objects,plotly,cpython-only,,10,no
ExternalPython/ALT_COMPARISON_PLOTS.py,cpython,plotly.io,plotly,cpython-only,,13,no
ExternalPython/ALT_COMPARISON_PLOTS_ARCHIVE.py,cpython,plotly.io,plotly,cpython-only,,14,no
ExternalPython/APE_Plotter.py,cpython,plotly.io,plotly,cpython-only,,11,no
ExternalPython/APE_Plotter_3.py,cpython,plotly.io,plotly,cpython-only,,11,no
ExternalPython/EnsemblePlots_10Mar_Archive.py,cpython,plotly.io,plotly,cpython-only,,11,no
ExternalPython/Ensemble_Plots.py,cpython,plotly.io,plotly,cpython-only,,13,no
ExternalPython/Ensemble_Plots_Archive.py,cpython,plotly.io,plotly,cpython-only,,15,no
ExternalPython/Faster_DSS_Read_Plotly.py,cpython,plotly.io,plotly,cpython-only,,15,no
SalemAlbanyAugScript/Elev_Ensemble_Plotter.py,cpython,plotly.io,plotly,cpython-only,,13,no
SalemAlbanyAugScript/Elev_Ensemble_Plotter.py,cpython,plotly.subplots,plotly,cpython-only,make_subplots,10,no
SalemAlbanyAugScript/InflowEnsemblePlotter.py,cpython,plotly.subplots,plotly,cpython-only,make_subplots,11,no
ExternalPython/CWMS_DOWNLOADER_ARCHIVE.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,20,no
ExternalPython/CWMS_Downloader_Module.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,21,no
ExternalPython/Dummy_0_and_WY_Abundant_Module.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,12,no
ExternalPython/MainstemAugmentation.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,19,no
ExternalPython/OSI_Ensemble_Year.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,8,no
ExternalPython/RFC_Downloader_Module.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,12,no
SalemAlbanyAugScript/BeforeAlbanyWasAdded.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,13,no
SalemAlbanyAugScript/SalemAugCheckPlots.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,6,no
SalemAlbanyAugScript/TwoStepSalemAlbanyAug_19Feb2026.py,cpython,pydsstools.core,pydsstools,cpython-only,TimeSeriesContainer,19,no
ExternalPython/ALT_COMPARISON_PLOTS.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
ExternalPython/ALT_COMPARISON_PLOTS_ARCHIVE.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
ExternalPython/APE_Plotter.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
ExternalPython/APE_Plotter_3.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
ExternalPython/CWMS_DOWNLOADER_ARCHIVE.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,19,no
ExternalPython/CWMS_Downloader_Module.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,20,no
ExternalPython/Dummy_0_and_WY_Abundant_Module.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,11,no
ExternalPython/EnsemblePlots_10Mar_Archive.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
ExternalPython/Ensemble_Plots.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
ExternalPython/Ensemble_Plots_Archive.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
ExternalPython/Ensemble_Plots_Paralell.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,135,yes
ExternalPython/Ensemble_Plots_Paralell.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,243,yes
ExternalPython/Faster_DSS_Read_Plotly.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,9,no
ExternalPython/MainstemAugmentation.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,18,no
ExternalPython/OSI_Ensemble_Year.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
ExternalPython/RFC_Downloader_Module.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,11,no
SalemAlbanyAugScript/BeforeAlbanyWasAdded.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,10,no
SalemAlbanyAugScript/Elev_Ensemble_Plotter.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,7,no
SalemAlbanyAugScript/SalemAugCheckPlots.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,3,no
SalemAlbanyAugScript/TwoStepSalemAlbanyAug_19Feb2026.py,cpython,pydsstools.heclib.dss,pydsstools,cpython-only,HecDss,18,no
ExternalPython/CWMS_DOWNLOADER_ARCHIVE.py,cpython,requests,requests,cpython-only,,13,no
ExternalPython/CWMS_Downloader_Module.py,cpython,requests,requests,cpython-only,,14,no
ExternalPython/Dummy_0_and_WY_Abundant_Module.py,cpython,requests,requests,cpython-only,,5,no
ExternalPython/RFC_Downloader_Module.py,cpython,requests,requests,cpython-only,,5,no
SalemAlbanyAugScript/InflowEnsemblePlotter.py,cpython,requests,requests,cpython-only,,5,no
ExternalPython/ALT_COMPARISON_PLOTS.py,cpython,typing,typing,cpython-only,"Dict, List",3,no
ExternalPython/ALT_COMPARISON_PLOTS_ARCHIVE.py,cpython,typing,typing,cpython-only,"Dict, List",3,no
ExternalPython/APE_Plotter.py,cpython,typing,typing,cpython-only,"Dict, List",3,no
ExternalPython/APE_Plotter_3.py,cpython,typing,typing,cpython-only,"Dict, List",3,no
ExternalPython/CWMS_DOWNLOADER_ARCHIVE.py,cpython,typing,typing,cpython-only,"Dict, Tuple, List",25,no
ExternalPython/CWMS_Downloader_Module.py,cpython,typing,typing,cpython-only,"Dict, Tuple, List",26,no
ExternalPython/Dummy_0_and_WY_Abundant_Module.py,cpython,typing,typing,cpython-only,"Dict, Tuple, List",16,no
ExternalPython/EnsemblePlots_10Mar_Archive.py,cpython,typing,typing,cpython-only,"Dict, List",3,no
ExternalPython/Ensemble_Plots.py,cpython,typing,typing,cpython-only,"Dict, List",3,no
ExternalPython/Ensemble_Plots_Archive.py,cpython,typing,typing,cpython-only,"Dict, List",3,no
ExternalPython/Faster_DSS_Read_Plotly.py,cpython,typing,typing,cpython-only,"Dict, List",5,no
ExternalPython/OSI_Ensemble_Year.py,cpython,typing,typing,cpython-only,"List, Tuple",3,no
ExternalPython/RFC_Downloader_Module.py,cpython,typing,typing,cpython-only,"Dict, Tuple, List",9,no
SalemAlbanyAugScript/Elev_Ensemble_Plotter.py,cpython,typing,typing,cpython-only,"Dict, List, Tuple",3,no
SalemAlbanyAugScript/InflowEnsemblePlotter.py,cpython,typing,typing,cpython-only,"Dict, List, Tuple",8,no
ExternalPython/CWMS_DOWNLOADER_ARCHIVE.py,cpython,urllib3,urllib3,cpython-only,,12,no
ExternalPython/CWMS_Downloader_Module.py,cpython,urllib3,urllib3,cpython-only,,13,no
ExternalPython/Dummy_0_and_WY_Abundant_Module.py,cpython,urllib3,urllib3,cpython-only,,4,no
Plots_Jython/MainstemRFC_CP_FCst_Plot.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/NonExceedancePlots.py,cpython,com.rma.client,com,java,Browser,41,no
Plots_Jython/RFCFlowsCorvall_FCst_Plot.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/RFC_EUG_FCst_Plot.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/WIL_NP_Plot_HMS.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/WIL_PP_Plot_HMS.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/WIL_PP_Plot_RFC.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/WIllamett_COR_FCst_Plot.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/Willamett_BS_FCst_Plot.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/Willamett_CP_FCst_Plot.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/Willamett_Conservation System Storage.py,cpython,com.rma.client,com,java,Browser,32,no
Plots_Jython/Willamett_Conservation plots_ McKenzieAndBelowAndFlows.py,cpython,com.rma.client,com,java,Browser,32,no
Plots_Jython/Willamett_Conservation plots_ McKenzieAndBelowForTesting.py,cpython,com.rma.client,com,java,Browser,32,no
Plots_Jython/Willamett_Conservation plots_FRNandAbove.py,cpython,com.rma.client,com,java,Browser,32,no
Plots_Jython/Willamett_Conservation plots_FRNandAboveForTesting.py,cpython,com.rma.client,com,java,Browser,32,no
Plots_Jython/Willamett_Conservation plots_ForTesting.py,cpython,com.rma.client,com,java,Browser,32,no
Plots_Jython/Willamett_EUG_FCst_Plot.py,cpython,com.rma.client,com,java,Browser,15,no
Plots_Jython/Willamett_FRM plots_ McKenzieAndBelowAndFlows.py,cpython,com.rma.client,com,java,Browser,32,no
Plots_Jython/Willamett_FRM plots_FRNandAbove.py,cpython,com.rma.client,com,java,Browser,32,no
Plots_Jython/Willamett_PP_FCst_Plot.py,cpython,com.rma.client,com,java,Browser,15,no
RealtimeData/EstimateMissingValues.py,cpython,com.rma.client,com,java,Browser,32,no
RealtimeData/Replace_Zero_Outflows.py,cpython,com.rma.client,com,java,Browser,32,no
Utilities/29_to_88.py,cpython,com.rma.client,com,java,Browser,32,no
Utilities/88_to_29.py,cpython,com.rma.client,com,java,Browser,2,no
Utilities/Flow_Modifier.py,cpython,com.rma.client,com,java,Browser,22,no
Utilities/save_to_sql.py,cpython,com.rma.client,com,java,Browser,20,no
esp_download/Copy_ESP_to_Forecast_dss.py,cpython,com.rma.client,com,java,Browser,3,no
esp_download/Download_ESP.py,cpython,com.rma.client,com,java,Browser,6,no
externalSVs/Alternative_Setup.py,other-jython,com.xhaus.jyson,com,java,JysonCodec as json,28,no
Utilities/save_to_sql.py,cpython,com.ziclix.python.sql,com,java,zxJDBC,22,no
Plots_Jython/MainstemRFC_CP_FCst_Plot.py,cpython,hec,hec,java,,16,no
Plots_Jython/RFCFlowsCorvall_FCst_Plot.py,cpython,hec,hec,java,,16,no
Plots_Jython/RFC_EUG_FCst_Plot.py,cpython,hec,hec,java,,16,no
Plots_Jython/WIL_NP_Plot_HMS.py,cpython,hec,hec,java,,16,no
Plots_Jython/WIL_PP_Plot_HMS.py,cpython,hec,hec,java,,16,no
Plots_Jython/WIL_PP_Plot_RFC.py,cpython,hec,hec,java,,16,no
Plots_Jython/WIllamett_COR_FCst_Plot.py,cpython,hec,hec,java,,16,no
Plots_Jython/Willamett_BS_FCst_Plot.py,cpython,hec,hec,java,,16,no
Plots_Jython/Willamett_CP_FCst_Plot.py,cpython,hec,hec,java,,16,no
Plots_Jython/Willamett_EUG_FCst_Plot.py,cpython,hec,hec,java,,16,no
Plots_Jython/Willamett_PP_FCst_Plot.py,cpython,hec,hec,java,,16,no
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example2 - RunBatch Application/Running ResSim BATCH/BatchRunControl.py,other-jython,hec,hec,java,,14,no
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example4 - website-based forcasting system/RunFCOResSim.py,other-jython,hec,hec,java,,253,yes
DP_Menu.py,other-jython,hec.client,hec,java,ClientApp,22,yes
NWDJyLib/ResSim/ResSimController.py,ressim,hec.client,hec,java,ClientApp,33,yes
NWDJyLib/ResSim/cResSim.py,ressim,hec.client,hec,java,ClientApp,16,yes
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example1 - simple/script.py,other-jython,hec.client,hec,java,ClientApp,10,no
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example3 - NWS/CHPS/script.py,other-jython,hec.client,hec,java,ClientApp,10,no
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example3 - NWS/fews/ressim/YubaFeatherFCO/script.py,other-jython,hec.client,hec,java,ClientApp,10,no
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example3 - NWS/fews/ressim/YubaFeatherFCO/script_jdk.py,other-jython,hec.client,hec,java,ClientApp,10,no
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example3 - NWS/fews/ressim/script.py,other-jython,hec.client,hec,java,ClientApp,10,no
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example3 - NWS/fews/ressim/template/template.py,other-jython,hec.client,hec,java,ClientApp,10,no
SalemAlbanyAugScript/RunningResSimHeadless/RunningResSimHEADLESS/Example3 - NWS/fews/script.py,other-jython,hec.client,hec,java,ClientApp,10,no
